
> bsc-backend@1.0.0 prestart
> npm run build


> bsc-backend@1.0.0 prebuild
> tslint -c tslint.json -p tsconfig.json --fix


> bsc-backend@1.0.0 build
> tsc


> bsc-backend@1.0.0 start
> node .


> bsc-backend@1.0.0 prestart
> npm run build


> bsc-backend@1.0.0 prebuild
> tslint -c tslint.json -p tsconfig.json --fix


POST /measurement/schuepbach 201 - - 16.010 ms
POST /measurement/schuepbach 201 - - 15.256 ms
POST /measurement/schuepbach 201 - - 14.873 ms
POST /measurement/schuepbach 201 - - 14.602 ms
POST /measurement/schuepbach 201 - - 16.827 ms
POST /measurement/schuepbach 201 - - 16.672 ms
POST /measurement/schuepbach 201 - - 33.281 ms
POST /measurement/schuepbach 201 - - 16.496 ms
POST /measurement/schuepbach 201 - - 18.878 ms
POST /measurement/schuepbach 201 - - 14.707 ms
POST /measurement/schuepbach 201 - - 15.092 ms
POST /measurement/schuepbach 201 - - 16.726 ms
POST /measurement/schuepbach 201 - - 13.714 ms
POST /measurement/schuepbach 201 - - 14.542 ms
POST /measurement/schuepbach 201 - - 16.152 ms
POST /measurement/schuepbach 201 - - 15.704 ms
POST /measurement/schuepbach 201 - - 14.115 ms
POST /measurement/schuepbach 201 - - 15.015 ms
POST /measurement/schuepbach 201 - - 14.220 ms
POST /measurement/schuepbach 201 - - 14.355 ms
POST /measurement/schuepbach 201 - - 16.108 ms
POST /measurement/schuepbach 201 - - 16.626 ms
POST /measurement/schuepbach 201 - - 15.363 ms
POST /measurement/schuepbach 201 - - 13.650 ms
POST /measurement/schuepbach 201 - - 18.891 ms
POST /measurement/schuepbach 201 - - 64.355 ms
POST /measurement/schuepbach 201 - - 15.678 ms
POST /measurement/schuepbach 201 - - 14.960 ms
POST /measurement/schuepbach 201 - - 14.455 ms
POST /measurement/schuepbach 201 - - 14.009 ms
POST /measurement/schuepbach 201 - - 14.096 ms
POST /measurement/schuepbach 201 - - 13.863 ms
POST /measurement/schuepbach 201 - - 14.113 ms
POST /measurement/schuepbach 201 - - 13.509 ms
POST /measurement/schuepbach 201 - - 14.081 ms
POST /measurement/schuepbach 201 - - 13.938 ms
POST /measurement/schuepbach 201 - - 15.136 ms
POST /measurement/schuepbach 201 - - 17.189 ms
POST /measurement/schuepbach 201 - - 15.041 ms
POST /measurement/schuepbach 201 - - 15.380 ms
POST /measurement/schuepbach 201 - - 14.937 ms
POST /measurement/schuepbach 201 - - 15.084 ms
POST /measurement/schuepbach 201 - - 14.742 ms
POST /measurement/schuepbach 201 - - 14.357 ms
POST /measurement/schuepbach 201 - - 14.922 ms
POST /measurement/schuepbach 201 - - 15.621 ms
POST /measurement/schuepbach 201 - - 14.484 ms
POST /measurement/schuepbach 201 - - 14.540 ms
POST /measurement/schuepbach 201 - - 16.843 ms
POST /measurement/schuepbach 201 - - 13.583 ms
POST /measurement/schuepbach 201 - - 14.576 ms
POST /measurement/schuepbach 201 - - 15.931 ms
POST /measurement/schuepbach 201 - - 15.723 ms
POST /measurement/schuepbach 201 - - 15.679 ms
POST /measurement/schuepbach 201 - - 17.987 ms
POST /measurement/schuepbach 201 - - 15.622 ms
POST /measurement/schuepbach 201 - - 15.332 ms
POST /measurement/schuepbach 201 - - 15.403 ms
POST /measurement/schuepbach 201 - - 18.252 ms
POST /measurement/schuepbach 201 - - 15.216 ms
POST /measurement/schuepbach 201 - - 18.375 ms
POST /measurement/schuepbach 201 - - 15.795 ms
POST /measurement/schuepbach 201 - - 18.653 ms
POST /measurement/schuepbach 201 - - 20.753 ms
POST /measurement/schuepbach 201 - - 15.993 ms
POST /measurement/schuepbach 201 - - 18.365 ms
POST /measurement/schuepbach 201 - - 17.394 ms
POST /measurement/schuepbach 201 - - 14.933 ms
POST /measurement/schuepbach 201 - - 12.613 ms
POST /measurement/schuepbach 201 - - 14.683 ms
POST /measurement/schuepbach 201 - - 14.396 ms
POST /measurement/schuepbach 201 - - 15.549 ms
POST /measurement/schuepbach 201 - - 14.399 ms
POST /measurement/schuepbach 201 - - 15.361 ms
POST /measurement/schuepbach 201 - - 14.662 ms
POST /measurement/schuepbach 201 - - 14.932 ms
POST /measurement/schuepbach 201 - - 15.483 ms
POST /measurement/schuepbach 201 - - 13.749 ms
POST /measurement/schuepbach 201 - - 15.502 ms
POST /measurement/schuepbach 201 - - 15.438 ms
POST /measurement/schuepbach 201 - - 17.631 ms
POST /measurement/schuepbach 201 - - 19.832 ms
POST /measurement/schuepbach 201 - - 18.428 ms
POST /measurement/schuepbach 201 - - 13.683 ms
POST /measurement/schuepbach 201 - - 15.350 ms
POST /measurement/schuepbach 201 - - 24.662 ms
POST /measurement/schuepbach 201 - - 17.690 ms
POST /measurement/schuepbach 201 - - 15.990 ms
POST /measurement/schuepbach 201 - - 15.380 ms
POST /measurement/schuepbach 201 - - 15.202 ms
POST /measurement/schuepbach 201 - - 16.357 ms
POST /measurement/schuepbach 201 - - 14.998 ms
POST /measurement/schuepbach 201 - - 15.493 ms
POST /measurement/schuepbach 201 - - 18.462 ms
POST /measurement/schuepbach 201 - - 14.584 ms
POST /measurement/schuepbach 201 - - 14.247 ms
POST /measurement/schuepbach 201 - - 14.023 ms
POST /measurement/schuepbach 201 - - 15.128 ms
POST /measurement/schuepbach 201 - - 14.879 ms
POST /measurement/schuepbach 201 - - 16.901 ms
POST /measurement/schuepbach 201 - - 16.173 ms
POST /measurement/schuepbach 201 - - 13.655 ms
POST /measurement/schuepbach 201 - - 14.743 ms
POST /measurement/schuepbach 201 - - 14.513 ms
POST /measurement/schuepbach 201 - - 15.627 ms
POST /measurement/schuepbach 201 - - 15.432 ms
POST /measurement/schuepbach 201 - - 15.308 ms
POST /measurement/schuepbach 201 - - 14.237 ms
POST /measurement/schuepbach 201 - - 14.793 ms
POST /measurement/schuepbach 201 - - 15.136 ms
POST /measurement/schuepbach 201 - - 13.598 ms
POST /measurement/schuepbach 201 - - 13.485 ms
POST /measurement/schuepbach 201 - - 13.788 ms
POST /measurement/schuepbach 201 - - 14.224 ms
POST /measurement/schuepbach 201 - - 14.387 ms
POST /measurement/schuepbach 201 - - 16.385 ms
POST /measurement/schuepbach 201 - - 18.005 ms
POST /measurement/schuepbach 201 - - 15.451 ms
POST /measurement/schuepbach 201 - - 15.612 ms
POST /measurement/schuepbach 201 - - 18.224 ms
POST /measurement/schuepbach 201 - - 15.286 ms
POST /measurement/schuepbach 201 - - 18.815 ms
POST /measurement/schuepbach 201 - - 15.809 ms
POST /measurement/schuepbach 201 - - 23.818 ms
POST /measurement/schuepbach 201 - - 15.870 ms
POST /measurement/schuepbach 201 - - 21.799 ms
POST /measurement/schuepbach 201 - - 15.330 ms
POST /measurement/schuepbach 201 - - 14.157 ms
POST /measurement/schuepbach 201 - - 16.206 ms
POST /measurement/schuepbach 201 - - 13.236 ms
POST /measurement/schuepbach 201 - - 13.582 ms
POST /measurement/schuepbach 201 - - 13.362 ms
POST /measurement/schuepbach 201 - - 15.505 ms
POST /measurement/schuepbach 201 - - 14.648 ms
POST /measurement/schuepbach 201 - - 14.808 ms
POST /measurement/schuepbach 201 - - 14.024 ms
POST /measurement/schuepbach 201 - - 16.298 ms
POST /measurement/schuepbach 201 - - 16.935 ms
POST /measurement/schuepbach 201 - - 14.768 ms
POST /measurement/schuepbach 201 - - 15.141 ms
POST /measurement/schuepbach 201 - - 16.140 ms
POST /measurement/schuepbach 201 - - 14.754 ms
POST /measurement/schuepbach 201 - - 15.123 ms
POST /measurement/schuepbach 201 - - 14.256 ms
POST /measurement/schuepbach 201 - - 15.938 ms
POST /measurement/schuepbach 201 - - 14.066 ms
POST /measurement/schuepbach 201 - - 21.095 ms
POST /measurement/schuepbach 201 - - 14.523 ms
POST /measurement/schuepbach 201 - - 15.731 ms
POST /measurement/schuepbach 201 - - 19.554 ms
POST /measurement/schuepbach 201 - - 15.990 ms
POST /measurement/schuepbach 201 - - 17.009 ms
POST /measurement/schuepbach 201 - - 15.147 ms
POST /measurement/schuepbach 201 - - 13.390 ms
POST /measurement/schuepbach 201 - - 15.072 ms
POST /measurement/schuepbach 201 - - 13.114 ms
POST /measurement/schuepbach 201 - - 15.455 ms
POST /measurement/schuepbach 201 - - 15.759 ms
POST /measurement/schuepbach 201 - - 16.230 ms
POST /measurement/schuepbach 201 - - 13.530 ms
POST /measurement/schuepbach 201 - - 15.837 ms
POST /measurement/schuepbach 201 - - 16.375 ms
POST /measurement/schuepbach 201 - - 17.622 ms
POST /measurement/schuepbach 201 - - 13.028 ms
POST /measurement/schuepbach 201 - - 13.771 ms
POST /measurement/schuepbach 201 - - 13.838 ms
POST /measurement/schuepbach 201 - - 16.018 ms
POST /measurement/schuepbach 201 - - 14.580 ms
POST /measurement/schuepbach 201 - - 13.794 ms
POST /measurement/schuepbach 201 - - 13.324 ms
POST /measurement/schuepbach 201 - - 469.284 ms
POST /measurement/schuepbach 201 - - 69.950 ms
POST /measurement/schuepbach 201 - - 15.166 ms
POST /measurement/schuepbach 201 - - 14.211 ms
POST /measurement/schuepbach 201 - - 195.615 ms
POST /measurement/schuepbach 201 - - 13.620 ms
POST /measurement/schuepbach 201 - - 15.993 ms
POST /measurement/schuepbach 201 - - 41.156 ms
POST /measurement/schuepbach 201 - - 33.829 ms
POST /measurement/schuepbach 201 - - 131.256 ms
POST /measurement/schuepbach 201 - - 58.078 ms
POST /measurement/schuepbach 201 - - 14.906 ms
POST /measurement/schuepbach 201 - - 14.624 ms
POST /measurement/schuepbach 201 - - 14.718 ms
POST /measurement/schuepbach 201 - - 144.312 ms
POST /measurement/schuepbach 201 - - 55.206 ms
POST /measurement/schuepbach 201 - - 15.821 ms
POST /measurement/schuepbach 201 - - 30.749 ms
POST /measurement/schuepbach 201 - - 68.586 ms
POST /measurement/schuepbach 201 - - 13.936 ms
POST /measurement/schuepbach 201 - - 198.495 ms
POST /measurement/schuepbach 201 - - 20.029 ms
POST /measurement/schuepbach 201 - - 65.312 ms
POST /measurement/schuepbach 201 - - 45.324 ms
POST /measurement/schuepbach 201 - - 14.769 ms
POST /measurement/schuepbach 201 - - 16.657 ms
POST /measurement/schuepbach 201 - - 53.963 ms
POST /measurement/schuepbach 201 - - 26.961 ms
POST /measurement/schuepbach 201 - - 14.101 ms
POST /measurement/schuepbach 201 - - 25.349 ms
POST /measurement/schuepbach 201 - - 13.257 ms
POST /measurement/schuepbach 201 - - 14.171 ms
POST /measurement/schuepbach 201 - - 18.625 ms
POST /measurement/schuepbach 201 - - 173.246 ms
POST /measurement/schuepbach 201 - - 20.916 ms
POST /measurement/schuepbach 201 - - 12395.360 ms
POST /measurement/schuepbach 201 - - 975.488 ms
POST /measurement/schuepbach 201 - - 11696.207 ms
POST /measurement/schuepbach 201 - - 6731.032 ms
POST /measurement/schuepbach 201 - - 176.847 ms
POST /measurement/schuepbach 201 - - 15.408 ms
POST /measurement/schuepbach 201 - - 161.962 ms
POST /measurement/schuepbach 201 - - 13.289 ms
POST /measurement/schuepbach 201 - - 21.078 ms
POST /measurement/schuepbach 201 - - 13.879 ms
POST /measurement/schuepbach 201 - - 16.339 ms
POST /measurement/schuepbach 201 - - 17.811 ms
POST /measurement/schuepbach 201 - - 48.320 ms
POST /measurement/schuepbach 201 - - 75.313 ms
POST /measurement/schuepbach 201 - - 162.860 ms
POST /measurement/schuepbach 201 - - 32.090 ms
POST /measurement/schuepbach 201 - - 14.550 ms
POST /measurement/schuepbach 201 - - 154.832 ms
POST /measurement/schuepbach 201 - - 19.755 ms
POST /measurement/schuepbach 201 - - 16.646 ms
POST /measurement/schuepbach 201 - - 58.825 ms
POST /measurement/schuepbach 201 - - 16.614 ms
POST /measurement/schuepbach 201 - - 17.569 ms
POST /measurement/schuepbach 201 - - 39.532 ms
POST /measurement/schuepbach 201 - - 16.423 ms
POST /measurement/schuepbach 201 - - 15.892 ms
POST /measurement/schuepbach 201 - - 74.852 ms
POST /measurement/schuepbach 201 - - 14.987 ms
POST /measurement/schuepbach 201 - - 18.266 ms
POST /measurement/schuepbach 201 - - 13.114 ms
POST /measurement/schuepbach 201 - - 13.922 ms
POST /measurement/schuepbach 201 - - 79.843 ms
POST /measurement/schuepbach 201 - - 14.378 ms
POST /measurement/schuepbach 201 - - 13.483 ms
POST /measurement/schuepbach 201 - - 55.889 ms
POST /measurement/schuepbach 201 - - 77.299 ms
POST /measurement/schuepbach 201 - - 15.292 ms
POST /measurement/schuepbach 201 - - 14.317 ms
POST /measurement/schuepbach 201 - - 14.496 ms
POST /measurement/schuepbach 201 - - 109.664 ms
POST /measurement/schuepbach 201 - - 348.088 ms
POST /measurement/schuepbach 201 - - 17.404 ms
POST /measurement/schuepbach 201 - - 17.847 ms
POST /measurement/schuepbach 201 - - 13.249 ms
POST /measurement/schuepbach 201 - - 14.105 ms
POST /measurement/schuepbach 201 - - 14.010 ms
POST /measurement/schuepbach 201 - - 15.771 ms
POST /measurement/schuepbach 201 - - 14.531 ms
POST /measurement/schuepbach 201 - - 28.223 ms
POST /measurement/schuepbach 201 - - 15.168 ms
POST /measurement/schuepbach 201 - - 76.119 ms
POST /measurement/schuepbach 201 - - 33.675 ms
POST /measurement/schuepbach 201 - - 129.433 ms
POST /measurement/schuepbach 201 - - 16.376 ms
POST /measurement/schuepbach 201 - - 15.527 ms
POST /measurement/schuepbach 201 - - 18.311 ms
POST /measurement/schuepbach 201 - - 17.461 ms
POST /measurement/schuepbach 201 - - 27.695 ms
POST /measurement/schuepbach 201 - - 104.211 ms
POST /measurement/schuepbach 201 - - 85.567 ms
POST /measurement/schuepbach 201 - - 15.992 ms
POST /measurement/schuepbach 201 - - 24.159 ms
POST /measurement/schuepbach 201 - - 89.498 ms
POST /measurement/schuepbach 201 - - 24.025 ms
POST /measurement/schuepbach 201 - - 66.370 ms
POST /measurement/schuepbach 201 - - 41.136 ms
POST /measurement/schuepbach 201 - - 100.721 ms
POST /measurement/schuepbach 201 - - 15.067 ms
POST /measurement/schuepbach 201 - - 15.936 ms
POST /measurement/schuepbach 201 - - 19.679 ms
POST /measurement/schuepbach 201 - - 17.108 ms
POST /measurement/schuepbach 201 - - 14.209 ms
POST /measurement/schuepbach 201 - - 17.457 ms
POST /measurement/schuepbach 201 - - 30.191 ms
POST /measurement/schuepbach 201 - - 14.266 ms
POST /measurement/schuepbach 201 - - 14.719 ms
POST /measurement/schuepbach 201 - - 71.248 ms
POST /measurement/schuepbach 201 - - 251.999 ms
POST /measurement/schuepbach 201 - - 83.820 ms
POST /measurement/schuepbach 201 - - 48.057 ms
POST /measurement/schuepbach 201 - - 106.392 ms
POST /measurement/schuepbach 201 - - 17.357 ms
POST /measurement/schuepbach 201 - - 14.416 ms
POST /measurement/schuepbach 201 - - 31.566 ms
POST /measurement/schuepbach 201 - - 16.248 ms
POST /measurement/schuepbach 201 - - 67.574 ms
POST /measurement/schuepbach 201 - - 14.940 ms
POST /measurement/schuepbach 201 - - 100.381 ms
POST /measurement/schuepbach 201 - - 15.882 ms
POST /measurement/schuepbach 201 - - 14.883 ms
POST /measurement/schuepbach 201 - - 13.790 ms
POST /measurement/schuepbach 201 - - 17.368 ms
POST /measurement/schuepbach 201 - - 113.160 ms
POST /measurement/schuepbach 201 - - 18.091 ms
POST /measurement/schuepbach 201 - - 21.680 ms
GET / 404 139 - 4.405 ms
GET / 404 139 - 0.582 ms
GET / 404 139 - 0.312 ms
GET / 404 139 - 0.552 ms
GET / 404 139 - 0.771 ms
